Country,Year,Total Disasters,Drought,Extreme temperature,Flood,Landslide,Storm,Wildfire
Nigeria,2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nigeria,2009-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Nigeria,2010-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Nigeria,2011-01-01,5.0,0.0,0.0,4.0,0.0,1.0,0.0
Nigeria,2012-01-01,2.0,0.0,0.0,1.0,0.0,1.0,0.0
Nigeria,2013-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Nigeria,2014-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Nigeria,2015-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Nigeria,2016-01-01,2.0,0.0,0.0,1.0,0.0,1.0,0.0
Pakistan,2001-01-01,5.0,0.0,1.0,1.0,2.0,1.0,0.0
Pakistan,2002-01-01,6.0,0.0,2.0,3.0,0.0,1.0,0.0
Pakistan,2003-01-01,6.0,0.0,1.0,3.0,1.0,1.0,0.0
Pakistan,2004-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Pakistan,2005-01-01,8.0,0.0,1.0,5.0,1.0,1.0,0.0
Pakistan,2006-01-01,9.0,0.0,1.0,7.0,1.0,0.0,0.0
Pakistan,2007-01-01,10.0,0.0,0.0,6.0,3.0,1.0,0.0
Pakistan,2008-01-01,3.0,0.0,0.0,3.0,0.0,0.0,0.0
Pakistan,2009-01-01,3.0,0.0,0.0,3.0,0.0,0.0,0.0
Pakistan,2010-01-01,7.0,0.0,0.0,4.0,2.0,1.0,0.0
Pakistan,2011-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Pakistan,2012-01-01,5.0,0.0,0.0,3.0,2.0,0.0,0.0
Pakistan,2013-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Pakistan,2014-01-01,3.0,0.0,1.0,1.0,0.0,1.0,0.0
Pakistan,2015-01-01,7.0,0.0,1.0,6.0,0.0,0.0,0.0
Pakistan,2016-01-01,8.0,0.0,0.0,7.0,0.0,1.0,0.0
Peru,2001-01-01,4.0,0.0,0.0,3.0,1.0,0.0,0.0
Peru,2002-01-01,5.0,1.0,0.0,3.0,0.0,1.0,0.0
Peru,2003-01-01,3.0,0.0,1.0,2.0,0.0,0.0,0.0
Peru,2004-01-01,4.0,1.0,1.0,1.0,1.0,0.0,0.0
Peru,2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peru,2006-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Peru,2007-01-01,2.0,0.0,1.0,1.0,0.0,0.0,0.0
Peru,2008-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Peru,2009-01-01,6.0,0.0,1.0,1.0,4.0,0.0,0.0
Peru,2010-01-01,3.0,0.0,1.0,1.0,1.0,0.0,0.0
Peru,2011-01-01,5.0,0.0,1.0,3.0,0.0,1.0,0.0
Peru,2012-01-01,3.0,0.0,1.0,1.0,1.0,0.0,0.0
Peru,2013-01-01,3.0,0.0,1.0,2.0,0.0,0.0,0.0
Peru,2014-01-01,4.0,0.0,1.0,3.0,0.0,0.0,0.0
Peru,2015-01-01,3.0,0.0,1.0,2.0,0.0,0.0,0.0
Peru,2016-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Russian Federation,2001-01-01,10.0,0.0,3.0,3.0,0.0,2.0,2.0
Russian Federation,2002-01-01,11.0,0.0,1.0,4.0,1.0,2.0,3.0
Russian Federation,2003-01-01,4.0,1.0,0.0,1.0,0.0,1.0,1.0
Russian Federation,2004-01-01,7.0,0.0,0.0,3.0,0.0,3.0,1.0
Russian Federation,2005-01-01,9.0,0.0,1.0,5.0,1.0,2.0,0.0
Russian Federation,2006-01-01,3.0,0.0,0.0,3.0,0.0,0.0,0.0
Russian Federation,2007-01-01,2.0,0.0,0.0,1.0,0.0,1.0,0.0
Russian Federation,2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russian Federation,2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russian Federation,2010-01-01,8.0,1.0,3.0,2.0,0.0,0.0,2.0
Russian Federation,2011-01-01,3.0,0.0,0.0,2.0,0.0,1.0,0.0
Russian Federation,2012-01-01,8.0,1.0,2.0,4.0,0.0,0.0,1.0
Russian Federation,2013-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Russian Federation,2014-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Russian Federation,2015-01-01,2.0,0.0,0.0,1.0,0.0,0.0,1.0
Russian Federation,2016-01-01,3.0,0.0,0.0,3.0,0.0,0.0,0.0
Saudi Arabia,2001-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,2002-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Saudi Arabia,2003-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Saudi Arabia,2004-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Saudi Arabia,2005-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Saudi Arabia,2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,2009-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Saudi Arabia,2010-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Saudi Arabia,2011-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Saudi Arabia,2012-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Saudi Arabia,2013-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Saudi Arabia,2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,2015-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Saudi Arabia,2016-01-01,3.0,0.0,0.0,2.0,0.0,1.0,0.0
Somalia,2001-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Somalia,2002-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Somalia,2003-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Somalia,2004-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Somalia,2005-01-01,3.0,1.0,0.0,2.0,0.0,0.0,0.0
Somalia,2006-01-01,5.0,0.0,0.0,5.0,0.0,0.0,0.0
Somalia,2007-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Somalia,2008-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Somalia,2009-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Somalia,2010-01-01,3.0,1.0,0.0,2.0,0.0,0.0,0.0
Somalia,2011-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Somalia,2012-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Somalia,2013-01-01,3.0,0.0,0.0,2.0,0.0,1.0,0.0
Somalia,2014-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Somalia,2015-01-01,5.0,1.0,0.0,2.0,0.0,2.0,0.0
Somalia,2016-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
South Africa,2001-01-01,6.0,0.0,0.0,2.0,0.0,2.0,2.0
South Africa,2002-01-01,6.0,0.0,0.0,1.0,0.0,4.0,1.0
South Africa,2003-01-01,2.0,0.0,0.0,1.0,0.0,1.0,0.0
South Africa,2004-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
South Africa,2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,2006-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
South Africa,2007-01-01,3.0,0.0,1.0,1.0,0.0,0.0,1.0
South Africa,2008-01-01,3.0,0.0,0.0,1.0,0.0,1.0,1.0
South Africa,2009-01-01,4.0,0.0,0.0,2.0,0.0,2.0,0.0
South Africa,2010-01-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0
South Africa,2011-01-01,3.0,0.0,0.0,1.0,0.0,2.0,0.0
South Africa,2012-01-01,2.0,0.0,0.0,1.0,0.0,1.0,0.0
South Africa,2013-01-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0
South Africa,2014-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
South Africa,2015-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0
South Africa,2016-01-01,3.0,0.0,1.0,2.0,0.0,0.0,0.0
"South Sudan, Rep. of",2001-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South Sudan, Rep. of",2002-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South Sudan, Rep. of",2003-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South Sudan, Rep. of",2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South Sudan, Rep. of",2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South Sudan, Rep. of",2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South Sudan, Rep. of",2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South Sudan, Rep. of",2008-01-01,3.0,0.0,0.0,3.0,0.0,0.0,0.0
"South Sudan, Rep. of",2009-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"South Sudan, Rep. of",2010-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
"South Sudan, Rep. of",2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South Sudan, Rep. of",2012-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
"South Sudan, Rep. of",2013-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
"South Sudan, Rep. of",2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South Sudan, Rep. of",2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South Sudan, Rep. of",2016-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Sudan,2001-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Sudan,2002-01-01,2.0,0.0,0.0,1.0,0.0,1.0,0.0
Sudan,2003-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Sudan,2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sudan,2005-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Sudan,2006-01-01,3.0,0.0,0.0,3.0,0.0,0.0,0.0
Sudan,2007-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Sudan,2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sudan,2009-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Sudan,2010-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Sudan,2011-01-01,2.0,1.0,0.0,0.0,0.0,1.0,0.0
Sudan,2012-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Sudan,2013-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Sudan,2014-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Sudan,2015-01-01,3.0,1.0,1.0,1.0,0.0,0.0,0.0
Sudan,2016-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Tanzania, United Rep. of",2001-01-01,2.0,0.0,0.0,1.0,1.0,0.0,0.0
"Tanzania, United Rep. of",2002-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Tanzania, United Rep. of",2003-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
"Tanzania, United Rep. of",2004-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"Tanzania, United Rep. of",2005-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Tanzania, United Rep. of",2006-01-01,3.0,1.0,0.0,2.0,0.0,0.0,0.0
"Tanzania, United Rep. of",2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tanzania, United Rep. of",2008-01-01,4.0,0.0,0.0,2.0,0.0,2.0,0.0
"Tanzania, United Rep. of",2009-01-01,3.0,0.0,0.0,2.0,0.0,1.0,0.0
"Tanzania, United Rep. of",2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tanzania, United Rep. of",2011-01-01,4.0,1.0,0.0,3.0,0.0,0.0,0.0
"Tanzania, United Rep. of",2012-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Tanzania, United Rep. of",2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tanzania, United Rep. of",2014-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
"Tanzania, United Rep. of",2015-01-01,2.0,0.0,0.0,1.0,0.0,1.0,0.0
"Tanzania, United Rep. of",2016-01-01,3.0,0.0,0.0,3.0,0.0,0.0,0.0
Thailand,2001-01-01,6.0,0.0,0.0,5.0,0.0,1.0,0.0
Thailand,2002-01-01,6.0,1.0,0.0,2.0,1.0,2.0,0.0
Thailand,2003-01-01,4.0,0.0,0.0,3.0,0.0,1.0,0.0
Thailand,2004-01-01,6.0,0.0,0.0,3.0,1.0,2.0,0.0
Thailand,2005-01-01,6.0,1.0,0.0,2.0,0.0,2.0,1.0
Thailand,2006-01-01,3.0,0.0,0.0,3.0,0.0,0.0,0.0
Thailand,2007-01-01,5.0,0.0,0.0,5.0,0.0,0.0,0.0
Thailand,2008-01-01,6.0,1.0,0.0,3.0,0.0,2.0,0.0
Thailand,2009-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Thailand,2010-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Thailand,2011-01-01,4.0,1.0,0.0,2.0,0.0,1.0,0.0
Thailand,2012-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Thailand,2013-01-01,3.0,0.0,0.0,3.0,0.0,0.0,0.0
Thailand,2014-01-01,7.0,1.0,1.0,4.0,0.0,1.0,0.0
Thailand,2015-01-01,2.0,1.0,0.0,0.0,0.0,1.0,0.0
Thailand,2016-01-01,4.0,0.0,1.0,3.0,0.0,0.0,0.0
"Türkiye, Rep. of",2001-01-01,5.0,0.0,1.0,3.0,1.0,0.0,0.0
"Türkiye, Rep. of",2002-01-01,2.0,0.0,0.0,1.0,0.0,1.0,0.0
"Türkiye, Rep. of",2003-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Türkiye, Rep. of",2004-01-01,7.0,0.0,1.0,3.0,0.0,3.0,0.0
"Türkiye, Rep. of",2005-01-01,5.0,0.0,1.0,2.0,1.0,1.0,0.0
"Türkiye, Rep. of",2006-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
"Türkiye, Rep. of",2007-01-01,4.0,0.0,1.0,3.0,0.0,0.0,0.0
"Türkiye, Rep. of",2008-01-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
"Türkiye, Rep. of",2009-01-01,4.0,0.0,0.0,2.0,2.0,0.0,0.0
"Türkiye, Rep. of",2010-01-01,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Türkiye, Rep. of",2011-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Türkiye, Rep. of",2012-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Türkiye, Rep. of",2013-01-01,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Türkiye, Rep. of",2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Türkiye, Rep. of",2015-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
"Türkiye, Rep. of",2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukraine,2001-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Ukraine,2002-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukraine,2003-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Ukraine,2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukraine,2005-01-01,2.0,0.0,1.0,1.0,0.0,0.0,0.0
Ukraine,2006-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Ukraine,2007-01-01,2.0,0.0,0.0,0.0,0.0,2.0,0.0
Ukraine,2008-01-01,2.0,0.0,1.0,1.0,0.0,0.0,0.0
Ukraine,2009-01-01,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Ukraine,2010-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Ukraine,2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukraine,2012-01-01,3.0,1.0,2.0,0.0,0.0,0.0,0.0
Ukraine,2013-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Ukraine,2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukraine,2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukraine,2016-01-01,2.0,0.0,1.0,1.0,0.0,0.0,0.0
United States,2001-01-01,26.0,0.0,1.0,5.0,0.0,17.0,3.0
United States,2002-01-01,29.0,1.0,1.0,4.0,0.0,15.0,8.0
United States,2003-01-01,22.0,0.0,0.0,4.0,1.0,14.0,3.0
United States,2004-01-01,20.0,0.0,1.0,4.0,0.0,12.0,3.0
United States,2005-01-01,16.0,0.0,1.0,6.0,0.0,8.0,1.0
United States,2006-01-01,28.0,0.0,2.0,11.0,0.0,12.0,3.0
United States,2007-01-01,23.0,1.0,0.0,6.0,0.0,13.0,3.0
United States,2008-01-01,21.0,0.0,1.0,4.0,0.0,14.0,2.0
United States,2009-01-01,17.0,0.0,1.0,4.0,0.0,10.0,2.0
United States,2010-01-01,15.0,0.0,0.0,3.0,0.0,12.0,0.0
United States,2011-01-01,23.0,1.0,1.0,4.0,0.0,14.0,3.0
United States,2012-01-01,25.0,2.0,1.0,1.0,0.0,19.0,2.0
United States,2013-01-01,28.0,0.0,1.0,7.0,0.0,15.0,5.0
United States,2014-01-01,19.0,1.0,1.0,2.0,1.0,13.0,1.0
United States,2015-01-01,29.0,1.0,0.0,5.0,0.0,19.0,4.0
United States,2016-01-01,26.0,0.0,0.0,6.0,0.0,16.0,4.0
"Venezuela, Rep. Bolivariana de",2001-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Venezuela, Rep. Bolivariana de",2002-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Venezuela, Rep. Bolivariana de",2003-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
"Venezuela, Rep. Bolivariana de",2004-01-01,2.0,0.0,0.0,1.0,0.0,1.0,0.0
"Venezuela, Rep. Bolivariana de",2005-01-01,4.0,0.0,0.0,4.0,0.0,0.0,0.0
"Venezuela, Rep. Bolivariana de",2006-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Venezuela, Rep. Bolivariana de",2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Venezuela, Rep. Bolivariana de",2008-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Venezuela, Rep. Bolivariana de",2009-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"Venezuela, Rep. Bolivariana de",2010-01-01,2.0,0.0,0.0,1.0,0.0,1.0,0.0
"Venezuela, Rep. Bolivariana de",2011-01-01,3.0,0.0,0.0,3.0,0.0,0.0,0.0
"Venezuela, Rep. Bolivariana de",2012-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Venezuela, Rep. Bolivariana de",2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Venezuela, Rep. Bolivariana de",2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Venezuela, Rep. Bolivariana de",2015-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Venezuela, Rep. Bolivariana de",2016-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Yemen, Rep. of",2001-01-01,3.0,0.0,0.0,1.0,0.0,2.0,0.0
"Yemen, Rep. of",2002-01-01,4.0,0.0,0.0,4.0,0.0,0.0,0.0
"Yemen, Rep. of",2003-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Yemen, Rep. of",2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yemen, Rep. of",2005-01-01,3.0,0.0,0.0,2.0,1.0,0.0,0.0
"Yemen, Rep. of",2006-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
"Yemen, Rep. of",2007-01-01,3.0,0.0,0.0,3.0,0.0,0.0,0.0
"Yemen, Rep. of",2008-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Yemen, Rep. of",2009-01-01,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Yemen, Rep. of",2010-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
"Yemen, Rep. of",2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yemen, Rep. of",2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yemen, Rep. of",2013-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Yemen, Rep. of",2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yemen, Rep. of",2015-01-01,2.0,0.0,0.0,0.0,0.0,2.0,0.0
"Yemen, Rep. of",2016-01-01,2.0,0.0,0.0,1.0,1.0,0.0,0.0
Zambia,2001-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Zambia,2002-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zambia,2003-01-01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Zambia,2004-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Zambia,2005-01-01,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Zambia,2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zambia,2007-01-01,3.0,0.0,0.0,3.0,0.0,0.0,0.0
Zambia,2008-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Zambia,2009-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Zambia,2010-01-01,2.0,0.0,0.0,1.0,1.0,0.0,0.0
Zambia,2011-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Zambia,2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zambia,2013-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Zambia,2014-01-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Zambia,2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zambia,2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
